,,CRPS,Skill_Avg
T_CGTHW-1,Ada Bayes,0.03142715622925745,0.06329649695865566
T_CLDCW-1,Persistent,0.03190219651453862,0.0
T_CLDCW-1,AR Logit Default,0.030210044593120836,0.05304186251396921
T_CLDCW-1,AR Flx Logit,0.030215806882648584,0.05286123891568116
T_CLDCW-1,RLS,0.03053764455091207,0.042772978437540875
T_CLDCW-1,sRLS,0.030129912690890107,0.055553661417665705
T_CLDCW-1,RMLE,0.03020071554130463,0.05333428914396489
T_CLDCW-1,sRMLE,0.030201295214815956,0.05331611881167874
T_CLDCW-1,Bayes,0.030159372324641043,0.0546302255113791
T_CLDCW-1,Ada Bayes,0.030009849049733472,0.059317152784221575
T_CLDNW-1,Persistent,0.03055421047578255,2.271010703878942e-16
T_CLDNW-1,AR Logit Default,0.0290116498964279,0.050486023213635274
T_CLDNW-1,AR Flx Logit,0.029009095428647255,0.0505696276576994
T_CLDNW-1,RLS,0.029201312228056924,0.04427861910547315
T_CLDNW-1,sRLS,0.028666975476177803,0.06176677355484567
T_CLDNW-1,RMLE,0.029005052667351323,0.05070194203378632
T_CLDNW-1,sRMLE,0.029006452465007507,0.05065612845737947
T_CLDNW-1,Bayes,0.028993647025714664,0.051075234010867505
T_CLDNW-1,Ada Bayes,0.02881700016893761,0.056856658371908224
T_CLDSW-1,Persistent,0.03693344905102383,-1.8787560009142652e-16
T_CLDSW-1,AR Logit Default,0.03549568826152842,0.03892841926323009
T_CLDSW-1,AR Flx Logit,0.035444734765709675,0.04030802222823761
T_CLDSW-1,RLS,0.035934393520571074,0.027050155242001567
T_CLDSW-1,sRLS,0.035404471926957275,0.0413981678763404
T_CLDSW-1,RMLE,0.03544057674956104,0.04042060354017765
T_CLDSW-1,sRMLE,0.035440032161969504,0.0404353486453744
T_CLDSW-1,Bayes,0.03538060663793074,0.04204433793734843
T_CLDSW-1,Ada Bayes,0.03512404332721513,0.04899097620991169
T_COUWW-1,Persistent,0.04784627540862561,0.0
T_COUWW-1,AR Logit Default,0.04677216065452807,0.022449286698372838
T_COUWW-1,AR Flx Logit,0.046773391429961036,0.02242356316143178
T_COUWW-1,RLS,0.04804154530108081,-0.0040811931709943535
T_COUWW-1,sRLS,0.046669692835653774,0.02459089161953299
T_COUWW-1,RMLE,0.04677744118295706,0.022338922236690217
T_COUWW-1,sRMLE,0.04677720142786642,0.022343933182445017
T_COUWW-1,Bayes,0.04685973090311944,0.020619044995262445
T_COUWW-1,Ada Bayes,0.0463933150172215,0.030367262216238828
T_CRGHW-1,Persistent,0.040122974884025026,0.0
T_CRGHW-1,AR Logit Default,0.038232751696258595,0.04711074373797302
