,,,DM_n,DM_mean,DM_std,DM_statistics
2__PSTAT002,Persistent,Persistent,0.0,1.0,1.0,0.0
2__PSTAT002,Persistent,AR Logit Default,11195.0,0.0024421529418687995,0.00011502053170257617,21.231373476607978
2__PSTAT002,Persistent,AR Flx Logit,11195.0,0.0024439412159761526,0.0001169163185451408,20.90240345147474
2__PSTAT002,Persistent,RLS,11195.0,0.0014430599654196342,0.0001963304770940523,7.349829401152215
2__PSTAT002,Persistent,sRLS,11195.0,0.002619261558657577,0.00011630005430371014,22.520579101896892
2__PSTAT002,Persistent,RMLE,11194.0,0.002443353306002018,0.00011693292368868658,20.89440757789822
2__PSTAT002,Persistent,sRMLE,11194.0,0.002443622216372665,0.00011692889061434042,20.8974279354535
2__PSTAT002,Persistent,Bayes,11195.0,0.0027001438979177648,0.00011176339588793176,24.158386364325654
2__PSTAT002,Persistent,Ada Bayes,11194.0,0.0030513514545169535,0.00011033527018180004,27.65403258980324
2__PSTAT002,AR Logit Default,Persistent,11195.0,-0.0024421529418687995,0.00011502053170257617,-21.231373476607978
2__PSTAT002,AR Logit Default,AR Logit Default,0.0,1.0,1.0,0.0
2__PSTAT002,AR Logit Default,AR Flx Logit,11195.0,1.7882741073532291e-06,3.1901065690963248e-06,0.5605437302852515
2__PSTAT002,AR Logit Default,RLS,11195.0,-0.0009990929764491653,0.00015437887904920045,-6.471405669741386
2__PSTAT002,AR Logit Default,sRLS,11195.0,0.00017710861678877778,2.9467482038368654e-05,6.010038666201227
2__PSTAT002,AR Logit Default,RMLE,11194.0,1.5137155923660368e-06,3.195428802483474e-06,0.47369166131005375
2__PSTAT002,AR Logit Default,sRMLE,11194.0,1.7826259630133606e-06,3.1914991959680024e-06,0.5585294645587302
2__PSTAT002,AR Logit Default,Bayes,11195.0,0.0002579909560489654,1.0762545685129298e-05,23.97011271699137
2__PSTAT002,AR Logit Default,Ada Bayes,11194.0,0.0006095118641073016,2.1337158043729504e-05,28.56447129999661
2__PSTAT002,AR Flx Logit,Persistent,11195.0,-0.0024439412159761526,0.0001169163185451408,-20.90240345147474
2__PSTAT002,AR Flx Logit,AR Logit Default,11195.0,-1.7882741073532291e-06,3.1901065690963248e-06,-0.5605437302852515
2__PSTAT002,AR Flx Logit,AR Flx Logit,0.0,1.0,1.0,0.0
2__PSTAT002,AR Flx Logit,RLS,11195.0,-0.0010008812505565186,0.0001544092063711321,-6.4817155072864745
2__PSTAT002,AR Flx Logit,sRLS,11195.0,0.00017532034268142457,2.926944589715622e-05,5.98960816770946
2__PSTAT002,AR Flx Logit,RMLE,11194.0,-3.0878821981745344e-07,1.6950637402166304e-08,-18.21609533649677
2__PSTAT002,AR Flx Logit,sRMLE,11194.0,-3.987784917013101e-08,1.1185071930006826e-08,-3.5651150179945565
2__PSTAT002,AR Flx Logit,Bayes,11195.0,0.0002562026819416121,1.1261539707346435e-05,22.74921952199342
2__PSTAT002,AR Flx Logit,Ada Bayes,11194.0,0.0006076893602951181,2.1309835362626073e-05,28.515575358426446
2__PSTAT002,RLS,Persistent,11195.0,-0.0014430599654196342,0.0001963304770940523,-7.349829401152215
2__PSTAT002,RLS,AR Logit Default,11195.0,0.0009990929764491653,0.00015437887904920045,6.471405669741386
2__PSTAT002,RLS,AR Flx Logit,11195.0,0.0010008812505565186,0.0001544092063711321,6.4817155072864745
2__PSTAT002,RLS,RLS,0.0,1.0,1.0,0.0
2__PSTAT002,RLS,sRLS,11195.0,0.0011762015932379431,0.00015421337597358237,7.626764229679936
2__PSTAT002,RLS,RMLE,11194.0,0.0010006618746335615,0.0001544217950571875,6.479766518162156
2__PSTAT002,RLS,sRMLE,11194.0,0.001000930785004209,0.0001544237678011871,6.481425041601564
2__PSTAT002,RLS,Bayes,11195.0,0.0012570839324981306,0.0001554968115859062,8.083945732013758
2__PSTAT002,RLS,Ada Bayes,11194.0,0.0016086600231484975,0.0001559229169481238,10.31656025526256
2__PSTAT002,sRLS,Persistent,11195.0,-0.002619261558657577,0.00011630005430371014,-22.520579101896892
2__PSTAT002,sRLS,AR Logit Default,11195.0,-0.00017710861678877778,2.9467482038368654e-05,-6.010038666201227
2__PSTAT002,sRLS,AR Flx Logit,11195.0,-0.00017532034268142457,2.926944589715622e-05,-5.98960816770946
2__PSTAT002,sRLS,RLS,11195.0,-0.0011762015932379431,0.00015421337597358237,-7.626764229679936
2__PSTAT002,sRLS,sRLS,0.0,1.0,1.0,0.0
2__PSTAT002,sRLS,RMLE,11194.0,-0.00017564402827533257,2.927285529665731e-05,-5.999967576311
2__PSTAT002,sRLS,sRMLE,11194.0,-0.00017537511790468528,2.9269965137367203e-05,-5.991373186266269
2__PSTAT002,sRLS,Bayes,11195.0,8.088233926018759e-05,2.6835486628331323e-05,3.0138721860458313
2__PSTAT002,sRLS,Ada Bayes,11194.0,0.000432354120239603,3.2082983913517035e-05,13.475517399035327
2__PSTAT002,RMLE,Persistent,11194.0,-0.002443353306002018,0.00011693292368868658,-20.89440757789822
2__PSTAT002,RMLE,AR Logit Default,11194.0,-1.5137155923660368e-06,3.195428802483474e-06,-0.47369166131005375
2__PSTAT002,RMLE,AR Flx Logit,11194.0,3.0878821981745344e-07,1.6950637402166304e-08,18.21609533649677
2__PSTAT002,RMLE,RLS,11194.0,-0.0010006618746335615,0.0001544217950571875,-6.479766518162156
2__PSTAT002,RMLE,sRLS,11194.0,0.00017564402827533257,2.927285529665731e-05,5.999967576311
2__PSTAT002,RMLE,RMLE,0.0,1.0,1.0,0.0
2__PSTAT002,RMLE,sRMLE,11194.0,2.689103706473224e-07,2.45230975487988e-08,10.965105793921367
2__PSTAT002,RMLE,Bayes,11194.0,0.0002565238624089292,1.1268278289782297e-05,22.76411688281597
2__PSTAT002,RMLE,Ada Bayes,11194.0,0.0006079981485149356,2.1316902763072505e-05,28.520606269253683
2__PSTAT002,sRMLE,Persistent,11194.0,-0.002443622216372665,0.00011692889061434042,-20.8974279354535
2__PSTAT002,sRMLE,AR Logit Default,11194.0,-1.7826259630133606e-06,3.1914991959680024e-06,-0.5585294645587302
2__PSTAT002,sRMLE,AR Flx Logit,11194.0,3.987784917013101e-08,1.1185071930006826e-08,3.5651150179945565
2__PSTAT002,sRMLE,RLS,11194.0,-0.001000930785004209,0.0001544237678011871,-6.481425041601564
2__PSTAT002,sRMLE,sRLS,11194.0,0.00017537511790468528,2.9269965137367203e-05,5.991373186266269
2__PSTAT002,sRMLE,RMLE,11194.0,-2.689103706473224e-07,2.45230975487988e-08,-10.965105793921367
2__PSTAT002,sRMLE,sRMLE,0.0,1.0,1.0,0.0
2__PSTAT002,sRMLE,Bayes,11194.0,0.0002562549520382818,1.126551681571786e-05,22.745827811482986
2__PSTAT002,sRMLE,Ada Bayes,11194.0,0.0006077292381442882,2.1310355494531877e-05,28.516750571452118
2__PSTAT002,Bayes,Persistent,11195.0,-0.0027001438979177648,0.00011176339588793176,-24.158386364325654
2__PSTAT002,Bayes,AR Logit Default,11195.0,-0.0002579909560489654,1.0762545685129298e-05,-23.97011271699137
2__PSTAT002,Bayes,AR Flx Logit,11195.0,-0.0002562026819416121,1.1261539707346435e-05,-22.74921952199342
2__PSTAT002,Bayes,RLS,11195.0,-0.0012570839324981306,0.0001554968115859062,-8.083945732013758
2__PSTAT002,Bayes,sRLS,11195.0,-8.088233926018759e-05,2.6835486628331323e-05,-3.0138721860458313
2__PSTAT002,Bayes,RMLE,11194.0,-0.0002565238624089292,1.1268278289782297e-05,-22.76411688281597
2__PSTAT002,Bayes,sRMLE,11194.0,-0.0002562549520382818,1.126551681571786e-05,-22.745827811482986
2__PSTAT002,Bayes,Bayes,0.0,1.0,1.0,0.0
2__PSTAT002,Bayes,Ada Bayes,11194.0,0.0003514742861060064,1.82681496173963e-05,19.238871691425707
2__PSTAT002,Ada Bayes,Persistent,11194.0,-0.0030513514545169535,0.00011033527018180004,-27.65403258980324
2__PSTAT002,Ada Bayes,AR Logit Default,11194.0,-0.0006095118641073016,2.1337158043729504e-05,-28.56447129999661
2__PSTAT002,Ada Bayes,AR Flx Logit,11194.0,-0.0006076893602951181,2.1309835362626073e-05,-28.515575358426446
2__PSTAT002,Ada Bayes,RLS,11194.0,-0.0016086600231484975,0.0001559229169481238,-10.31656025526256
2__PSTAT002,Ada Bayes,sRLS,11194.0,-0.000432354120239603,3.2082983913517035e-05,-13.475517399035327
2__PSTAT002,Ada Bayes,RMLE,11194.0,-0.0006079981485149356,2.1316902763072505e-05,-28.520606269253683
2__PSTAT002,Ada Bayes,sRMLE,11194.0,-0.0006077292381442882,2.1310355494531877e-05,-28.516750571452118
2__PSTAT002,Ada Bayes,Bayes,11194.0,-0.0003514742861060064,1.82681496173963e-05,-19.238871691425707
2__PSTAT002,Ada Bayes,Ada Bayes,0.0,1.0,1.0,0.0
E_ABRTW-1,Persistent,Persistent,0.0,1.0,1.0,0.0
E_ABRTW-1,Persistent,AR Logit Default,11445.0,0.0014398803418229906,9.305075742880209e-05,15.473462827114178
E_ABRTW-1,Persistent,AR Flx Logit,11445.0,0.0014161252488760021,9.128828142729505e-05,15.511995174389918
E_ABRTW-1,Persistent,RLS,11445.0,0.000233538382961454,0.00016163029375525255,1.444829274729375
E_ABRTW-1,Persistent,sRLS,11445.0,0.0015303236495443145,9.340388357038931e-05,16.383224487409922
E_ABRTW-1,Persistent,RMLE,11444.0,0.0014183777648971805,9.12536553840237e-05,15.542564154914002
E_ABRTW-1,Persistent,sRMLE,11444.0,0.0014163890106164195,9.1291462595205e-05,15.514343680400485
E_ABRTW-1,Persistent,Bayes,11445.0,0.0015308234370798042,9.024381132696687e-05,16.962454662781496
E_ABRTW-1,Persistent,Ada Bayes,11444.0,0.0018403117745044238,8.721561024086843e-05,21.099793518304097
E_ABRTW-1,AR Logit Default,Persistent,11445.0,-0.0014398803418229906,9.305075742880209e-05,-15.473462827114178
E_ABRTW-1,AR Logit Default,AR Logit Default,0.0,1.0,1.0,0.0
E_ABRTW-1,AR Logit Default,AR Flx Logit,11445.0,-2.3755092946988802e-05,4.025284744507508e-06,-5.901211128790492
E_ABRTW-1,AR Logit Default,RLS,11445.0,-0.0012063419588615365,0.00014181869182640076,-8.50585519069165
E_ABRTW-1,AR Logit Default,sRLS,11445.0,9.044330772132351e-05,2.15912283787582e-05,4.188708249187683
E_ABRTW-1,AR Logit Default,RMLE,11444.0,-2.1480020844856397e-05,4.056375742620483e-06,-5.295141205663202
E_ABRTW-1,AR Logit Default,sRMLE,11444.0,-2.3468775125617157e-05,4.030093783825635e-06,-5.823127447493556
E_ABRTW-1,AR Logit Default,Bayes,11445.0,9.094309525681348e-05,8.032729868836696e-06,11.321073110362773
E_ABRTW-1,AR Logit Default,Ada Bayes,11444.0,0.0004004539887623868,1.7053725815936268e-05,23.480880158399774
E_ABRTW-1,AR Flx Logit,Persistent,11445.0,-0.0014161252488760021,9.128828142729505e-05,-15.511995174389918
E_ABRTW-1,AR Flx Logit,AR Logit Default,11445.0,2.3755092946988802e-05,4.025284744507508e-06,5.901211128790492
E_ABRTW-1,AR Flx Logit,AR Flx Logit,0.0,1.0,1.0,0.0
E_ABRTW-1,AR Flx Logit,RLS,11445.0,-0.001182586865914548,0.00014177090566147482,-8.341169828607487
E_ABRTW-1,AR Flx Logit,sRLS,11445.0,0.00011419840066831232,2.1588882644832952e-05,5.289454458096694
E_ABRTW-1,AR Flx Logit,RMLE,11444.0,2.2518163978597713e-06,1.1294162125412331e-07,19.93700804503163
E_ABRTW-1,AR Flx Logit,sRMLE,11444.0,2.630621170990146e-07,6.778529468844185e-08,3.88064438763
E_ABRTW-1,AR Flx Logit,Bayes,11445.0,0.00011469818820380227,6.888042216133261e-06,16.65105608428146
E_ABRTW-1,AR Flx Logit,Ada Bayes,11444.0,0.00042418582600510307,1.6485307235867585e-05,25.73002046132929
E_ABRTW-1,RLS,Persistent,11445.0,-0.000233538382961454,0.00016163029375525255,-1.444829274729375
E_ABRTW-1,RLS,AR Logit Default,11445.0,0.0012063419588615365,0.00014181869182640076,8.50585519069165
E_ABRTW-1,RLS,AR Flx Logit,11445.0,0.001182586865914548,0.00014177090566147482,8.341169828607487
E_ABRTW-1,RLS,RLS,0.0,1.0,1.0,0.0
E_ABRTW-1,RLS,sRLS,11445.0,0.0012967852665828601,0.00014071859331500438,9.21504814595545
E_ABRTW-1,RLS,RMLE,11444.0,0.0011849420192351727,0.00014178312402751965,8.357061215215625
E_ABRTW-1,RLS,sRMLE,11444.0,0.001182953264954412,0.000141787334702984,8.342787329152259
E_ABRTW-1,RLS,Bayes,11445.0,0.0012972850541183502,0.00014241514331447434,9.108781186738742
E_ABRTW-1,RLS,Ada Bayes,11444.0,0.0016068760288424158,0.0001415835244534158,11.34881920381758
E_ABRTW-1,sRLS,Persistent,11445.0,-0.0015303236495443145,9.340388357038931e-05,-16.383224487409922
E_ABRTW-1,sRLS,AR Logit Default,11445.0,-9.044330772132351e-05,2.15912283787582e-05,-4.188708249187683
E_ABRTW-1,sRLS,AR Flx Logit,11445.0,-0.00011419840066831232,2.1588882644832952e-05,-5.289454458096694
E_ABRTW-1,sRLS,RLS,11445.0,-0.0012967852665828601,0.00014071859331500438,-9.21504814595545
E_ABRTW-1,sRLS,sRLS,0.0,1.0,1.0,0.0
E_ABRTW-1,sRLS,RMLE,11444.0,-0.0001120090281822151,2.16050633232973e-05,-5.184161351945443
E_ABRTW-1,sRLS,sRMLE,11444.0,-0.00011399778246297587,2.1584235610313105e-05,-5.281298987519905
E_ABRTW-1,sRLS,Bayes,11445.0,4.997875354899586e-07,1.7902558067416327e-05,0.027915882122171165
E_ABRTW-1,sRLS,Ada Bayes,11444.0,0.00030992498142502816,2.2421002761170894e-05,13.822371973850734
E_ABRTW-1,RMLE,Persistent,11444.0,-0.0014183777648971805,9.12536553840237e-05,-15.542564154914002
E_ABRTW-1,RMLE,AR Logit Default,11444.0,2.1480020844856397e-05,4.056375742620483e-06,5.295141205663202
E_ABRTW-1,RMLE,AR Flx Logit,11444.0,-2.2518163978597713e-06,1.1294162125412331e-07,-19.93700804503163
E_ABRTW-1,RMLE,RLS,11444.0,-0.0011849420192351727,0.00014178312402751965,-8.357061215215625
E_ABRTW-1,RMLE,sRLS,11444.0,0.0001120090281822151,2.16050633232973e-05,5.184161351945443
E_ABRTW-1,RMLE,RMLE,0.0,1.0,1.0,0.0
E_ABRTW-1,RMLE,sRMLE,11444.0,-1.988754280760757e-06,1.378580508993333e-07,-14.425471528086442
E_ABRTW-1,RMLE,Bayes,11444.0,0.00011245047505383748,6.8738964036559645e-06,16.35834398247618
E_ABRTW-1,RMLE,Ada Bayes,11444.0,0.0004219340096072432,1.6442358280940065e-05,25.660283474524068
E_ABRTW-1,sRMLE,Persistent,11444.0,-0.0014163890106164195,9.1291462595205e-05,-15.514343680400485
E_ABRTW-1,sRMLE,AR Logit Default,11444.0,2.3468775125617157e-05,4.030093783825635e-06,5.823127447493556
E_ABRTW-1,sRMLE,AR Flx Logit,11444.0,-2.630621170990146e-07,6.778529468844185e-08,-3.88064438763
E_ABRTW-1,sRMLE,RLS,11444.0,-0.001182953264954412,0.000141787334702984,-8.342787329152259
E_ABRTW-1,sRMLE,sRLS,11444.0,0.00011399778246297587,2.1584235610313105e-05,5.281298987519905
E_ABRTW-1,sRMLE,RMLE,11444.0,1.988754280760757e-06,1.378580508993333e-07,14.425471528086442
E_ABRTW-1,sRMLE,sRMLE,0.0,1.0,1.0,0.0
E_ABRTW-1,sRMLE,Bayes,11444.0,0.00011443922933459823,6.86391884298954e-06,16.671850567690402
E_ABRTW-1,sRMLE,Ada Bayes,11444.0,0.00042392276388800404,1.647190252331261e-05,25.73498970545912
E_ABRTW-1,Bayes,Persistent,11445.0,-0.0015308234370798042,9.024381132696687e-05,-16.962454662781496
E_ABRTW-1,Bayes,AR Logit Default,11445.0,-9.094309525681348e-05,8.032729868836696e-06,-11.321073110362773
E_ABRTW-1,Bayes,AR Flx Logit,11445.0,-0.00011469818820380227,6.888042216133261e-06,-16.65105608428146
E_ABRTW-1,Bayes,RLS,11445.0,-0.0012972850541183502,0.00014241514331447434,-9.108781186738742
E_ABRTW-1,Bayes,sRLS,11445.0,-4.997875354899586e-07,1.7902558067416327e-05,-0.027915882122171165
E_ABRTW-1,Bayes,RMLE,11444.0,-0.00011245047505383748,6.8738964036559645e-06,-16.35834398247618
E_ABRTW-1,Bayes,sRMLE,11444.0,-0.00011443922933459823,6.86391884298954e-06,-16.671850567690402
E_ABRTW-1,Bayes,Bayes,0.0,1.0,1.0,0.0
E_ABRTW-1,Bayes,Ada Bayes,11444.0,0.0003094835345534058,1.3877130219429013e-05,22.300721238056784
E_ABRTW-1,Ada Bayes,Persistent,11444.0,-0.0018403117745044238,8.721561024086843e-05,-21.099793518304097
E_ABRTW-1,Ada Bayes,AR Logit Default,11444.0,-0.0004004539887623868,1.7053725815936268e-05,-23.480880158399774
E_ABRTW-1,Ada Bayes,AR Flx Logit,11444.0,-0.00042418582600510307,1.6485307235867585e-05,-25.73002046132929
E_ABRTW-1,Ada Bayes,RLS,11444.0,-0.0016068760288424158,0.0001415835244534158,-11.34881920381758
E_ABRTW-1,Ada Bayes,sRLS,11444.0,-0.00030992498142502816,2.2421002761170894e-05,-13.822371973850734
E_ABRTW-1,Ada Bayes,RMLE,11444.0,-0.0004219340096072432,1.6442358280940065e-05,-25.660283474524068
E_ABRTW-1,Ada Bayes,sRMLE,11444.0,-0.00042392276388800404,1.647190252331261e-05,-25.73498970545912
E_ABRTW-1,Ada Bayes,Bayes,11444.0,-0.0003094835345534058,1.3877130219429013e-05,-22.300721238056784
E_ABRTW-1,Ada Bayes,Ada Bayes,0.0,1.0,1.0,0.0
E_ASHWW-1,Persistent,Persistent,0.0,1.0,1.0,0.0
E_ASHWW-1,Persistent,AR Logit Default,12131.0,0.0007679339178086684,0.00012067239742320437,6.363528709454111
E_ASHWW-1,Persistent,AR Flx Logit,12131.0,0.0012596166894391402,0.00012513950162862535,10.065285179433296
E_ASHWW-1,Persistent,RLS,12131.0,-0.0004529070215897378,0.00019425155175886082,-2.3314529524406957
E_ASHWW-1,Persistent,sRLS,12131.0,0.0012532343845615018,0.00013095689353292321,9.569429263948244
E_ASHWW-1,Persistent,RMLE,12130.0,0.0012599894202937852,0.00012516184105189804,10.066466518273039
E_ASHWW-1,Persistent,sRMLE,12130.0,0.0012604857070894321,0.0001251486812142894,10.071490457772832
E_ASHWW-1,Persistent,Bayes,12131.0,0.0013305692086555943,0.00012442392603712618,10.693396424683867
E_ASHWW-1,Persistent,Ada Bayes,12130.0,0.0018066893118011572,0.00011861437447309319,15.23099410463605
E_ASHWW-1,AR Logit Default,Persistent,12131.0,-0.0007679339178086684,0.00012067239742320437,-6.363528709454111
E_ASHWW-1,AR Logit Default,AR Logit Default,0.0,1.0,1.0,0.0
E_ASHWW-1,AR Logit Default,AR Flx Logit,12131.0,0.0004916827716304719,2.1939104417563498e-05,22.410327071940582
