Windfarm,Year,SpikeThresholdConfig,EpsilonConfig,MaxSpikePcentConfig,NanCount,NanPcent,ZeroCount,ZeroPcent,SpikeCount,SpikeCPcent,EplisonCount,EplisonPcent,CleanMax,CleanEpsilonMaxCount,CleanEpsilonMaxPcent
T_WHIHW-1,2023,0.995,0.005,10,1437,11.05,0,0.03,9,0.07,158,1.22,26.686,477,3.67
T_GRIFW-2,2023,0.995,0.005,10,2624,20.18,0,0.27,8,0.06,486,3.74,88.046,16,0.12
T_FARR-2,2023,0.995,0.005,10,2376,18.27,0,0.05,27,0.21,413,3.18,48.164,42,0.32
T_BEINW-1,2023,0.995,0.005,10,1976,15.2,0,0.01,3,0.02,504,3.88,106.22,34,0.26
T_LARYW-2,2023,0.995,0.005,10,1361,10.47,0,0.02,1,0.01,182,1.4,146.44,22,0.17
T_STLGW-3,2023,0.995,0.005,10,2005,15.42,0,0.01,0,0.0,239,1.84,72.134,37,0.28
E_HBHDW-1,2023,0.995,0.005,10,585,4.5,0,0.08,0,0.0,623,4.79,51.456,53,0.41
T_ACHRW-1,2023,0.995,0.005,10,1960,15.07,0,0.03,30,0.23,318,2.45,35.98,55,0.42
E_GFLDW-1,2023,0.995,0.005,10,1188,9.14,0,0.04,0,0.0,323,2.48,32.286,28,0.22
T_EWHLW-1,2023,0.995,0.005,10,2436,18.73,0,0.02,19,0.15,238,1.83,36.262,44,0.34
T_GANW-24,2023,0.995,0.005,10,949,7.3,0,0.06,0,0.0,132,1.02,86.76,1017,7.82
T_ABRBO-1,2023,0.995,0.005,10,3278,25.21,0,0.03,6,0.05,178,1.37,95.02,351,2.7
T_RREW-1,2023,0.995,0.005,10,482,3.71,0,0.02,0,0.0,9093,69.93,83.416,75,0.58
T_FSDLW-1,2023,0.995,0.005,10,1389,10.68,0,1.76,0,0.0,502,3.86,22.18,86,0.66
T_GANW-22,2023,0.995,0.005,10,885,6.81,0,0.08,1,0.01,141,1.08,86.24,730,5.61
