,,CRPS,Skill_Avg
T_BLLA-2,Persistent,0.03103336138741663,2.2359466051011804e-16
T_BLLA-2,AR Logit Default,0.03012066455284566,0.029410182905325072
T_BLLA-2,AR Flx Logit,0.029921618421466532,0.03582412333846927
T_BLLA-2,RLS,0.030038751449425517,0.03204970050052046
T_BLLA-2,sRLS,0.02996173767417969,0.03453134515010889
T_BLLA-2,RMLE,0.029772572294016593,0.04062689431739309
T_BLLA-2,sRMLE,0.029921394035158387,0.03583135382521365
T_BLLA-2,Bayes,0.029736347267016575,0.04179418736527755
T_BLLA-2,Ada Bayes,0.029613704210918166,0.04574616196987641
T_BOWLW-1,Persistent,0.03699596441225564,0.0
T_BOWLW-1,AR Logit Default,0.03560302619251259,0.03765108551357586
T_BOWLW-1,AR Flx Logit,0.03557222344469709,0.03848368302265165
T_BOWLW-1,RLS,0.03658927605937755,0.010992776086230817
T_BOWLW-1,sRLS,0.03539565782541068,0.04325624733044733
T_BOWLW-1,RMLE,0.035567927146802396,0.03859981184813167
T_BOWLW-1,sRMLE,0.03557187813104074,0.03849301684221374
T_BOWLW-1,Bayes,0.035691545092632164,0.035258421839960474
