,,,DM_n,DM_mean,DM_std,DM_statistics
2__PSTAT001,RLS,AR Flx Logit,10406.0,0.0012534541317060662,0.0001695091299980043,7.39425600734967
2__PSTAT001,RLS,RLS,0.0,1.0,1.0,0.0
2__PSTAT001,RLS,sRLS,10406.0,0.001135695654499537,0.00016462475749297084,6.898361468912801
2__PSTAT001,RLS,RMLE,10405.0,0.0012569044673658763,0.00016951872455412835,7.414190203233044
2__PSTAT001,RLS,sRMLE,10405.0,0.001254185463858893,0.00016956329080462183,7.396206974146884
2__PSTAT001,RLS,Bayes,10406.0,0.0013806875057872465,0.0001700551730927856,8.118666066731643
2__PSTAT001,RLS,Ada Bayes,10405.0,0.0015420279047813257,0.0001694943783577417,9.097374305920702
2__PSTAT001,sRLS,Persistent,10406.0,-0.0027807514979206636,0.00012511011873043854,-22.225363623955527
2__PSTAT001,sRLS,AR Logit Default,10406.0,0.00012031085499803436,3.2447063283737825e-05,3.7077338237532826
2__PSTAT001,sRLS,AR Flx Logit,10406.0,0.00011775847720652932,3.26506561346882e-05,3.6064457138009627
2__PSTAT001,sRLS,RLS,10406.0,-0.001135695654499537,0.00016462475749297084,-6.898361468912801
2__PSTAT001,sRLS,sRLS,0.0,1.0,1.0,0.0
2__PSTAT001,sRLS,RMLE,10405.0,0.0001210922744690416,3.268835517240526e-05,3.7042688365397223
2__PSTAT001,sRLS,sRMLE,10405.0,0.00011837327096205794,3.269797243216137e-05,3.6200282076548045
2__PSTAT001,sRLS,Bayes,10406.0,0.0002449918512877094,3.2483702020696e-05,7.541630544014615
2__PSTAT001,sRLS,Ada Bayes,10405.0,0.0004062157118844908,3.50510555110595e-05,11.588700690358941
2__PSTAT001,RMLE,Persistent,10405.0,-0.0029025369205916626,0.00012159786551626771,-23.868818970886785
