,,Order_Select_1,Order_Select_2,Order_Select_3,Order_Select_4,Order_Select_5,Order_Select_6
T_COUWW-1,sRMLE,1.0,1.0,1.0,1.0,,
T_COUWW-1,Bayes,1.0,1.0,1.0,1.0,,
T_COUWW-1,Ada Bayes,1.0,1.0,1.0,1.0,,
T_CRGHW-1,Persistent,1.0,,1.0,,,
T_CRGHW-1,AR Logit Default,1.0,,1.0,,,
T_CRGHW-1,AR Flx Logit,1.0,,1.0,,,
T_CRGHW-1,RLS,1.0,,1.0,,,
T_CRGHW-1,sRLS,1.0,,1.0,,,
T_CRGHW-1,RMLE,1.0,,1.0,,,
T_CRGHW-1,sRMLE,1.0,,1.0,,,
T_CRGHW-1,Bayes,1.0,,1.0,,,
T_CRGHW-1,Ada Bayes,1.0,,1.0,,,
T_CRMLW-1,Persistent,1.0,,1.0,1.0,1.0,
T_CRMLW-1,AR Logit Default,1.0,,1.0,1.0,1.0,
T_CRMLW-1,AR Flx Logit,1.0,,1.0,1.0,1.0,
T_CRMLW-1,RLS,1.0,,1.0,1.0,1.0,
T_CRMLW-1,sRLS,1.0,,1.0,1.0,1.0,
T_CRMLW-1,RMLE,1.0,,1.0,1.0,1.0,
T_CRMLW-1,sRMLE,1.0,,1.0,1.0,1.0,
T_CRMLW-1,Bayes,1.0,,1.0,1.0,1.0,
T_CRMLW-1,Ada Bayes,1.0,,1.0,1.0,1.0,
T_CRYRW-2,Persistent,1.0,1.0,1.0,,,
T_CRYRW-2,AR Logit Default,1.0,1.0,1.0,,,
T_CRYRW-2,AR Flx Logit,1.0,1.0,1.0,,,
T_CRYRW-2,RLS,1.0,1.0,1.0,,,
T_CRYRW-2,sRLS,1.0,1.0,1.0,,,
T_CRYRW-2,RMLE,1.0,1.0,1.0,,,
T_CRYRW-2,sRMLE,1.0,1.0,1.0,,,
T_CRYRW-2,Bayes,1.0,1.0,1.0,,,
T_CRYRW-2,Ada Bayes,1.0,1.0,1.0,,,
T_DDGNO-1,Persistent,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,AR Logit Default,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,RLS,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,sRLS,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,RMLE,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,sRMLE,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,Bayes,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-1,Ada Bayes,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-2,Persistent,1.0,1.0,,1.0,,
T_DDGNO-2,AR Logit Default,1.0,1.0,,1.0,,
T_DDGNO-2,AR Flx Logit,1.0,1.0,,1.0,,
T_DDGNO-2,RLS,1.0,1.0,,1.0,,
T_DDGNO-2,sRLS,1.0,1.0,,1.0,,
T_DDGNO-2,RMLE,1.0,1.0,,1.0,,
T_DDGNO-2,sRMLE,1.0,1.0,,1.0,,
T_DDGNO-2,Bayes,1.0,1.0,,1.0,,
T_DDGNO-2,Ada Bayes,1.0,1.0,,1.0,,
T_DDGNO-3,Persistent,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,AR Logit Default,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,RLS,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,sRLS,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,RMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,sRMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-3,Ada Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_DDGNO-4,Persistent,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,AR Logit Default,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,RLS,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,sRLS,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,RMLE,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,sRMLE,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,Bayes,1.0,1.0,1.0,1.0,1.0,
T_DDGNO-4,Ada Bayes,1.0,1.0,1.0,1.0,1.0,
T_DRSLW-1,Persistent,1.0,1.0,,1.0,,1.0
T_DRSLW-1,AR Logit Default,1.0,1.0,,1.0,,1.0
T_DRSLW-1,AR Flx Logit,1.0,1.0,,1.0,,1.0
T_DRSLW-1,RLS,1.0,1.0,,1.0,,1.0
T_DRSLW-1,sRLS,1.0,1.0,,1.0,,1.0
T_DRSLW-1,RMLE,1.0,1.0,,1.0,,1.0
T_DRSLW-1,sRMLE,1.0,1.0,,1.0,,1.0
T_DRSLW-1,Bayes,1.0,1.0,,1.0,,1.0
T_DRSLW-1,Ada Bayes,1.0,1.0,,1.0,,1.0
T_DUNGW-1,Persistent,1.0,1.0,1.0,,,1.0
T_DUNGW-1,AR Logit Default,1.0,1.0,1.0,,,1.0
T_DUNGW-1,AR Flx Logit,1.0,1.0,1.0,,,1.0
T_DUNGW-1,RLS,1.0,1.0,1.0,,,1.0
T_DUNGW-1,sRLS,1.0,1.0,1.0,,,1.0
T_DUNGW-1,RMLE,1.0,1.0,1.0,,,1.0
T_DUNGW-1,sRMLE,1.0,1.0,1.0,,,1.0
T_DUNGW-1,Bayes,1.0,1.0,1.0,,,1.0
T_DUNGW-1,Ada Bayes,1.0,1.0,1.0,,,1.0
T_EAAO-1,Persistent,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,AR Logit Default,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,AR Flx Logit,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,RLS,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,sRLS,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,RMLE,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,sRMLE,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,Bayes,1.0,1.0,,1.0,1.0,1.0
T_EAAO-1,Ada Bayes,1.0,1.0,,1.0,1.0,1.0
T_EAAO-2,Persistent,1.0,1.0,,,,1.0
T_EAAO-2,AR Logit Default,1.0,1.0,,,,1.0
T_EAAO-2,AR Flx Logit,1.0,1.0,,,,1.0
T_EAAO-2,RLS,1.0,1.0,,,,1.0
T_EAAO-2,sRLS,1.0,1.0,,,,1.0
T_EAAO-2,RMLE,1.0,1.0,,,,1.0
T_EAAO-2,sRMLE,1.0,1.0,,,,1.0
T_EAAO-2,Bayes,1.0,1.0,,,,1.0
T_EAAO-2,Ada Bayes,1.0,1.0,,,,1.0
T_EDINW-1,Persistent,1.0,,1.0,1.0,,1.0
T_EDINW-1,AR Logit Default,1.0,,1.0,1.0,,1.0
T_EDINW-1,AR Flx Logit,1.0,,1.0,1.0,,1.0
T_EDINW-1,RLS,1.0,,1.0,1.0,,1.0
T_EDINW-1,sRLS,1.0,,1.0,1.0,,1.0
T_EDINW-1,RMLE,1.0,,1.0,1.0,,1.0
T_EDINW-1,sRMLE,1.0,,1.0,1.0,,1.0
T_EDINW-1,Bayes,1.0,,1.0,1.0,,1.0
T_EDINW-1,Ada Bayes,1.0,,1.0,1.0,,1.0
T_EWHLW-1,Persistent,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,AR Logit Default,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,RLS,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,sRLS,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,RMLE,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,sRMLE,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,Bayes,1.0,1.0,1.0,1.0,1.0,
T_EWHLW-1,Ada Bayes,1.0,1.0,1.0,1.0,1.0,
T_FALGW-1,Persistent,1.0,1.0,,1.0,1.0,
T_FALGW-1,AR Logit Default,1.0,1.0,,1.0,1.0,
T_FALGW-1,AR Flx Logit,1.0,1.0,,1.0,1.0,
T_FALGW-1,RLS,1.0,1.0,,1.0,1.0,
T_FALGW-1,sRLS,1.0,1.0,,1.0,1.0,
T_FALGW-1,RMLE,1.0,1.0,,1.0,1.0,
T_FALGW-1,sRMLE,1.0,1.0,,1.0,1.0,
T_FALGW-1,Bayes,1.0,1.0,,1.0,1.0,
T_FALGW-1,Ada Bayes,1.0,1.0,,1.0,1.0,
T_FARR-1,Persistent,1.0,1.0,1.0,,,
T_FARR-1,AR Logit Default,1.0,1.0,1.0,,,
T_FARR-1,AR Flx Logit,1.0,1.0,1.0,,,
T_FARR-1,RLS,1.0,1.0,1.0,,,
T_FARR-1,sRLS,1.0,1.0,1.0,,,
T_FARR-1,RMLE,1.0,1.0,1.0,,,
T_FARR-1,sRMLE,1.0,1.0,1.0,,,
T_FARR-1,Bayes,1.0,1.0,1.0,,,
T_FARR-1,Ada Bayes,1.0,1.0,1.0,,,
T_FARR-2,Persistent,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,AR Logit Default,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,RLS,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,sRLS,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,RMLE,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,sRMLE,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,Bayes,1.0,1.0,1.0,1.0,1.0,
T_FARR-2,Ada Bayes,1.0,1.0,1.0,1.0,1.0,
T_FSDLW-1,Persistent,1.0,1.0,1.0,,,
T_FSDLW-1,AR Logit Default,1.0,1.0,1.0,,,
T_FSDLW-1,AR Flx Logit,1.0,1.0,1.0,,,
T_FSDLW-1,RLS,1.0,1.0,1.0,,,
T_FSDLW-1,sRLS,1.0,1.0,1.0,,,
T_FSDLW-1,RMLE,1.0,1.0,1.0,,,
T_FSDLW-1,sRMLE,1.0,1.0,1.0,,,
T_FSDLW-1,Bayes,1.0,1.0,1.0,,,
T_FSDLW-1,Ada Bayes,1.0,1.0,1.0,,,
T_GANW-11,Persistent,1.0,1.0,,1.0,,
T_GANW-11,AR Logit Default,1.0,1.0,,1.0,,
T_GANW-11,AR Flx Logit,1.0,1.0,,1.0,,
T_GANW-11,RLS,1.0,1.0,,1.0,,
T_GANW-11,sRLS,1.0,1.0,,1.0,,
T_GANW-11,RMLE,1.0,1.0,,1.0,,
T_GANW-11,sRMLE,1.0,1.0,,1.0,,
T_GANW-11,Bayes,1.0,1.0,,1.0,,
T_GANW-11,Ada Bayes,1.0,1.0,,1.0,,
T_GANW-13,Persistent,1.0,1.0,,1.0,,
T_GANW-13,AR Logit Default,1.0,1.0,,1.0,,
T_GANW-13,AR Flx Logit,1.0,1.0,,1.0,,
T_GANW-13,RLS,1.0,1.0,,1.0,,
T_GANW-13,sRLS,1.0,1.0,,1.0,,
T_GANW-13,RMLE,1.0,1.0,,1.0,,
T_GANW-13,sRMLE,1.0,1.0,,1.0,,
T_GANW-13,Bayes,1.0,1.0,,1.0,,
T_GANW-13,Ada Bayes,1.0,1.0,,1.0,,
T_GANW-22,Persistent,1.0,1.0,1.0,1.0,,
T_GANW-22,AR Logit Default,1.0,1.0,1.0,1.0,,
T_GANW-22,AR Flx Logit,1.0,1.0,1.0,1.0,,
T_GANW-22,RLS,1.0,1.0,1.0,1.0,,
T_GANW-22,sRLS,1.0,1.0,1.0,1.0,,
T_GANW-22,RMLE,1.0,1.0,1.0,1.0,,
T_GANW-22,sRMLE,1.0,1.0,1.0,1.0,,
T_GANW-22,Bayes,1.0,1.0,1.0,1.0,,
T_GANW-22,Ada Bayes,1.0,1.0,1.0,1.0,,
T_GANW-24,Persistent,1.0,1.0,1.0,,,1.0
T_GANW-24,AR Logit Default,1.0,1.0,1.0,,,1.0
T_GANW-24,AR Flx Logit,1.0,1.0,1.0,,,1.0
T_GANW-24,RLS,1.0,1.0,1.0,,,1.0
T_GANW-24,sRLS,1.0,1.0,1.0,,,1.0
T_GANW-24,RMLE,1.0,1.0,1.0,,,1.0
T_GANW-24,sRMLE,1.0,1.0,1.0,,,1.0
T_GANW-24,Bayes,1.0,1.0,1.0,,,1.0
T_GANW-24,Ada Bayes,1.0,1.0,1.0,,,1.0
T_GLWSW-1,Persistent,1.0,1.0,1.0,,,
T_GLWSW-1,AR Logit Default,1.0,1.0,1.0,,,
T_GLWSW-1,AR Flx Logit,1.0,1.0,1.0,,,
T_GLWSW-1,RLS,1.0,1.0,1.0,,,
T_GLWSW-1,sRLS,1.0,1.0,1.0,,,
T_GLWSW-1,RMLE,1.0,1.0,1.0,,,
T_GLWSW-1,sRMLE,1.0,1.0,1.0,,,
T_GLWSW-1,Bayes,1.0,1.0,1.0,,,
T_GLWSW-1,Ada Bayes,1.0,1.0,1.0,,,
T_GNAPW-1,Persistent,1.0,,1.0,1.0,,
T_GNAPW-1,AR Logit Default,1.0,,1.0,1.0,,
T_GNAPW-1,AR Flx Logit,1.0,,1.0,1.0,,
T_GNAPW-1,RLS,1.0,,1.0,1.0,,
T_GNAPW-1,sRLS,1.0,,1.0,1.0,,
T_GNAPW-1,RMLE,1.0,,1.0,1.0,,
T_GNAPW-1,sRMLE,1.0,,1.0,1.0,,
T_GNAPW-1,Bayes,1.0,,1.0,1.0,,
T_GNAPW-1,Ada Bayes,1.0,,1.0,1.0,,
T_GNFSW-1,Persistent,1.0,1.0,1.0,,,
T_GNFSW-1,AR Logit Default,1.0,1.0,1.0,,,
T_GNFSW-1,AR Flx Logit,1.0,1.0,1.0,,,
T_GNFSW-1,RLS,1.0,1.0,1.0,,,
T_GNFSW-1,sRLS,1.0,1.0,1.0,,,
T_GNFSW-1,RMLE,1.0,1.0,1.0,,,
T_GNFSW-1,sRMLE,1.0,1.0,1.0,,,
T_GNFSW-1,Bayes,1.0,1.0,1.0,,,
T_GNFSW-1,Ada Bayes,1.0,1.0,1.0,,,
T_GNFSW-2,Persistent,1.0,1.0,1.0,,,
T_GNFSW-2,AR Logit Default,1.0,1.0,1.0,,,
T_GNFSW-2,AR Flx Logit,1.0,1.0,1.0,,,
T_GNFSW-2,RLS,1.0,1.0,1.0,,,
T_GNFSW-2,sRLS,1.0,1.0,1.0,,,
T_GNFSW-2,RMLE,1.0,1.0,1.0,,,
T_GNFSW-2,sRMLE,1.0,1.0,1.0,,,
T_GNFSW-2,Bayes,1.0,1.0,1.0,,,
T_GNFSW-2,Ada Bayes,1.0,1.0,1.0,,,
T_GORDW-1,Persistent,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,AR Logit Default,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,AR Flx Logit,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,RLS,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,sRLS,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,RMLE,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,sRMLE,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,Bayes,1.0,1.0,1.0,1.0,,1.0
T_GORDW-1,Ada Bayes,1.0,1.0,1.0,1.0,,1.0
T_GRGBW-1,Persistent,1.0,1.0,1.0,1.0,,
T_GRGBW-1,AR Logit Default,1.0,1.0,1.0,1.0,,
T_GRGBW-1,AR Flx Logit,1.0,1.0,1.0,1.0,,
T_GRGBW-1,RLS,1.0,1.0,1.0,1.0,,
T_GRGBW-1,sRLS,1.0,1.0,1.0,1.0,,
T_GRGBW-1,RMLE,1.0,1.0,1.0,1.0,,
T_GRGBW-1,sRMLE,1.0,1.0,1.0,1.0,,
T_GRGBW-1,Bayes,1.0,1.0,1.0,1.0,,
T_GRGBW-1,Ada Bayes,1.0,1.0,1.0,1.0,,
T_GRGBW-2,Persistent,1.0,1.0,1.0,,,
T_GRGBW-2,AR Logit Default,1.0,1.0,1.0,,,
T_GRGBW-2,AR Flx Logit,1.0,1.0,1.0,,,
T_GRGBW-2,RLS,1.0,1.0,1.0,,,
T_GRGBW-2,sRLS,1.0,1.0,1.0,,,
T_GRGBW-2,RMLE,1.0,1.0,1.0,,,
T_GRGBW-2,sRMLE,1.0,1.0,1.0,,,
T_GRGBW-2,Bayes,1.0,1.0,1.0,,,
T_GRGBW-2,Ada Bayes,1.0,1.0,1.0,,,
T_GRGBW-3,Persistent,1.0,1.0,1.0,,,
T_GRGBW-3,AR Logit Default,1.0,1.0,1.0,,,
T_GRGBW-3,AR Flx Logit,1.0,1.0,1.0,,,
T_GRGBW-3,RLS,1.0,1.0,1.0,,,
T_GRGBW-3,sRLS,1.0,1.0,1.0,,,
T_GRGBW-3,RMLE,1.0,1.0,1.0,,,
T_GRGBW-3,sRMLE,1.0,1.0,1.0,,,
T_GRGBW-3,Bayes,1.0,1.0,1.0,,,
T_GRGBW-3,Ada Bayes,1.0,1.0,1.0,,,
T_GRIFW-1,Persistent,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,AR Logit Default,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,RLS,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,sRLS,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,RMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,sRMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-1,Ada Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,Persistent,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,AR Logit Default,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,RLS,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,sRLS,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,RMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,sRMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_GRIFW-2,Ada Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_GYMR-15,Persistent,1.0,1.0,1.0,1.0,,
T_GYMR-15,AR Logit Default,1.0,1.0,1.0,1.0,,
T_GYMR-15,AR Flx Logit,1.0,1.0,1.0,1.0,,
T_GYMR-15,RLS,1.0,1.0,1.0,1.0,,
T_GYMR-15,sRLS,1.0,1.0,1.0,1.0,,
T_GYMR-15,RMLE,1.0,1.0,1.0,1.0,,
T_GYMR-15,sRMLE,1.0,1.0,1.0,1.0,,
T_GYMR-15,Bayes,1.0,1.0,1.0,1.0,,
T_GYMR-15,Ada Bayes,1.0,1.0,1.0,1.0,,
T_GYMR-17,Persistent,1.0,1.0,1.0,,,
T_GYMR-17,AR Logit Default,1.0,1.0,1.0,,,
T_GYMR-17,AR Flx Logit,1.0,1.0,1.0,,,
T_GYMR-17,RLS,1.0,1.0,1.0,,,
T_GYMR-17,sRLS,1.0,1.0,1.0,,,
T_GYMR-17,RMLE,1.0,1.0,1.0,,,
T_GYMR-17,sRMLE,1.0,1.0,1.0,,,
T_GYMR-17,Bayes,1.0,1.0,1.0,,,
T_GYMR-17,Ada Bayes,1.0,1.0,1.0,,,
T_GYMR-26,Persistent,1.0,1.0,1.0,,,1.0
T_GYMR-26,AR Logit Default,1.0,1.0,1.0,,,1.0
T_GYMR-26,AR Flx Logit,1.0,1.0,1.0,,,1.0
T_GYMR-26,RLS,1.0,1.0,1.0,,,1.0
T_GYMR-26,sRLS,1.0,1.0,1.0,,,1.0
T_GYMR-26,RMLE,1.0,1.0,1.0,,,1.0
T_GYMR-26,sRMLE,1.0,1.0,1.0,,,1.0
T_GYMR-26,Bayes,1.0,1.0,1.0,,,1.0
T_GYMR-26,Ada Bayes,1.0,1.0,1.0,,,1.0
T_GYMR-28,Persistent,1.0,1.0,1.0,,,
T_GYMR-28,AR Logit Default,1.0,1.0,1.0,,,
T_GYMR-28,AR Flx Logit,1.0,1.0,1.0,,,
T_GYMR-28,RLS,1.0,1.0,1.0,,,
T_GYMR-28,sRLS,1.0,1.0,1.0,,,
T_GYMR-28,RMLE,1.0,1.0,1.0,,,
T_GYMR-28,sRMLE,1.0,1.0,1.0,,,
T_GYMR-28,Bayes,1.0,1.0,1.0,,,
T_GYMR-28,Ada Bayes,1.0,1.0,1.0,,,
T_HADHW-1,Persistent,1.0,1.0,1.0,1.0,,
T_HADHW-1,AR Logit Default,1.0,1.0,1.0,1.0,,
T_HADHW-1,AR Flx Logit,1.0,1.0,1.0,1.0,,
T_HADHW-1,RLS,1.0,1.0,1.0,1.0,,
T_HADHW-1,sRLS,1.0,1.0,1.0,1.0,,
T_HADHW-1,RMLE,1.0,1.0,1.0,1.0,,
T_HADHW-1,sRMLE,1.0,1.0,1.0,1.0,,
T_HADHW-1,Bayes,1.0,1.0,1.0,1.0,,
T_HADHW-1,Ada Bayes,1.0,1.0,1.0,1.0,,
T_HMGTO-1,Persistent,1.0,,1.0,,,
T_HMGTO-1,AR Logit Default,1.0,,1.0,,,
T_HMGTO-1,AR Flx Logit,1.0,,1.0,,,
T_HMGTO-1,RLS,1.0,,1.0,,,
T_HMGTO-1,sRLS,1.0,,1.0,,,
T_HMGTO-1,RMLE,1.0,,1.0,,,
T_HMGTO-1,sRMLE,1.0,,1.0,,,
T_HMGTO-1,Bayes,1.0,,1.0,,,
T_HMGTO-1,Ada Bayes,1.0,,1.0,,,
T_HOWAO-1,Persistent,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,AR Logit Default,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,RLS,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,sRLS,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,RMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,sRMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-1,Ada Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,Persistent,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,AR Logit Default,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,AR Flx Logit,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,RLS,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,sRLS,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,RMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,sRMLE,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-2,Ada Bayes,1.0,1.0,1.0,1.0,1.0,1.0
T_HOWAO-3,Persistent,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,AR Logit Default,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,AR Flx Logit,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,RLS,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,sRLS,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,RMLE,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,sRMLE,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,Bayes,1.0,1.0,1.0,1.0,,1.0
T_HOWAO-3,Ada Bayes,1.0,1.0,1.0,1.0,,1.0
T_HRSTW-1,Persistent,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,AR Logit Default,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,AR Flx Logit,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,RLS,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,sRLS,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,RMLE,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,sRMLE,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,Bayes,1.0,1.0,1.0,,1.0,1.0
T_HRSTW-1,Ada Bayes,1.0,1.0,1.0,,1.0,1.0
T_KILBW-1,Persistent,1.0,,1.0,1.0,,
T_KILBW-1,AR Logit Default,1.0,,1.0,1.0,,
T_KILBW-1,AR Flx Logit,1.0,,1.0,1.0,,
T_KILBW-1,RLS,1.0,,1.0,1.0,,
T_KILBW-1,sRLS,1.0,,1.0,1.0,,
T_KILBW-1,RMLE,1.0,,1.0,1.0,,
T_KILBW-1,sRMLE,1.0,,1.0,1.0,,
T_KILBW-1,Bayes,1.0,,1.0,1.0,,
T_KILBW-1,Ada Bayes,1.0,,1.0,1.0,,
T_KLGLW-1,Persistent,1.0,,1.0,1.0,1.0,
T_KLGLW-1,AR Logit Default,1.0,,1.0,1.0,1.0,
T_KLGLW-1,AR Flx Logit,1.0,,1.0,1.0,1.0,
T_KLGLW-1,RLS,1.0,,1.0,1.0,1.0,
T_KLGLW-1,sRLS,1.0,,1.0,1.0,1.0,
T_KLGLW-1,RMLE,1.0,,1.0,1.0,1.0,
T_KLGLW-1,sRMLE,1.0,,1.0,1.0,1.0,
T_KLGLW-1,Bayes,1.0,,1.0,1.0,1.0,
T_KLGLW-1,Ada Bayes,1.0,,1.0,1.0,1.0,
T_LARYW-1,Persistent,1.0,1.0,1.0,,,
T_LARYW-1,AR Logit Default,1.0,1.0,1.0,,,
T_LARYW-1,AR Flx Logit,1.0,1.0,1.0,,,
T_LARYW-1,RLS,1.0,1.0,1.0,,,
T_LARYW-1,sRLS,1.0,1.0,1.0,,,
T_LARYW-1,RMLE,1.0,1.0,1.0,,,
T_LARYW-1,sRMLE,1.0,1.0,1.0,,,
T_LARYW-1,Bayes,1.0,1.0,1.0,,,
T_LARYW-1,Ada Bayes,1.0,1.0,1.0,,,
T_LARYW-2,Persistent,1.0,1.0,1.0,1.0,,
T_LARYW-2,AR Logit Default,1.0,1.0,1.0,1.0,,
T_LARYW-2,AR Flx Logit,1.0,1.0,1.0,1.0,,
T_LARYW-2,RLS,1.0,1.0,1.0,1.0,,
T_LARYW-2,sRLS,1.0,1.0,1.0,1.0,,
T_LARYW-2,RMLE,1.0,1.0,1.0,1.0,,
T_LARYW-2,sRMLE,1.0,1.0,1.0,1.0,,
T_LARYW-2,Bayes,1.0,1.0,1.0,1.0,,
T_LARYW-2,Ada Bayes,1.0,1.0,1.0,1.0,,
T_LARYW-3,Persistent,1.0,1.0,1.0,,,
T_LARYW-3,AR Logit Default,1.0,1.0,1.0,,,
T_LARYW-3,AR Flx Logit,1.0,1.0,1.0,,,
T_LARYW-3,RLS,1.0,1.0,1.0,,,
T_LARYW-3,sRLS,1.0,1.0,1.0,,,
T_LARYW-3,RMLE,1.0,1.0,1.0,,,
T_LARYW-3,sRMLE,1.0,1.0,1.0,,,
T_LARYW-3,Bayes,1.0,1.0,1.0,,,
T_LARYW-3,Ada Bayes,1.0,1.0,1.0,,,
T_LARYW-4,Persistent,1.0,1.0,1.0,1.0,,
T_LARYW-4,AR Logit Default,1.0,1.0,1.0,1.0,,
